"id","name","full_name","owner_id","html_url","description","homepage","language","stargazers_count","watchers_count","forks_count","open_issues_count","score","license_key","license_name","readme_size","readme_has_images","readme_has_icons","year"
342282569,"2021-Nutrient-diagnosis-of-cranberry-in-Quebec-and-Wisconsin","essicolo/2021-Nutrient-diagnosis-of-cranberry-in-Quebec-and-Wisconsin",5118227,"https://github.com/essicolo/2021-Nutrient-diagnosis-of-cranberry-in-Quebec-and-Wisconsin","Supplementary material for the manuscript",NULL,NULL,0,0,0,0,1,"cc-by-sa-4.0","Creative Commons Attribution Share Alike 4.0 International",2463,0,0,2021
358310329,"2021_cranberry-ionomics","essicolo/2021_cranberry-ionomics",5118227,"https://github.com/essicolo/2021_cranberry-ionomics","Orange canvas for Nutrient diagnosis of cranberry (Vaccinium macrocarpon Ait.) in Quebec and Wisconsin: impact of cultivars, local factors and carryover effects on plant nutrient status and yield prediction",NULL,NULL,0,0,0,0,1,"cc-by-4.0","Creative Commons Attribution 4.0 International",606,1,0,2021
460598147,"2022_AIE_Lab2","jdscifi/2022_AIE_Lab2",25080863,"https://github.com/jdscifi/2022_AIE_Lab2","Breast Cancer Wisconsin ML Training",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,52,0,0,2022
627091840,"2023-04-18-utah-online","PhilReedData/2023-04-18-utah-online",25770348,"https://github.com/PhilReedData/2023-04-18-utah-online","Library Carpentry @ University of Utah and Advocate Health Wisconsin: April 18-20, 2023","https://philreeddata.github.io/2023-04-18-utah-online/","HTML",0,0,1,0,1,"other","Other",10897,1,1,2023
760948978,"2024-wisconsin-maps","epaulson/2024-wisconsin-maps",315267,"https://github.com/epaulson/2024-wisconsin-maps","A quick little experiment visualizing the new Wisconsin Assembly maps (and maybe the Senate next)",NULL,"JavaScript",0,0,0,0,1,NULL,NULL,6123,0,0,2024
186064443,"2D-Curves","fwu96/2D-Curves",43053640,"https://github.com/fwu96/2D-Curves","This is the project done for CS559 course at University of Wisconsin-Madison, Spring 2019",NULL,"JavaScript",0,0,0,0,1,NULL,NULL,1577,0,0,2019
324818834,"3D_clinostat","dr-richard-barker/3D_clinostat",8679982,"https://github.com/dr-richard-barker/3D_clinostat","Insight Wisconsin 3D clinostat ",NULL,NULL,1,1,1,0,1,NULL,NULL,713,0,0,2020
334847141,"487-DBImplementation","MinjinEn/487-DBImplementation",7389991,"https://github.com/MinjinEn/487-DBImplementation","Data is generated based on the Wisconsin Benchmark",NULL,"Python",0,0,1,0,1,NULL,NULL,4536,1,0,2021
227257334,"605project","605Group17Genes/605project",58757932,"https://github.com/605Group17Genes/605project","STAT605 class project at University of Wisconsin-Madison.",NULL,"HTML",0,0,1,0,1,NULL,NULL,1439,0,0,2019
120195212,"628Module1-Bodyfat","ModelerGuanxuSu/628Module1-Bodyfat",52952007,"https://github.com/ModelerGuanxuSu/628Module1-Bodyfat","This is a group assignment of course STAT 628, University of Wisconsin-Madison. The main target is to predict a male`s body fat percentage by some measurable variables.",NULL,"Jupyter Notebook",0,0,1,0,1,NULL,NULL,484,0,0,2018
144624997,"7-eleven-wisconsin","lauraschultz/7-eleven-wisconsin",7410544,"https://github.com/lauraschultz/7-eleven-wisconsin","Calculate most efficient route between all 16 of Wisconsin`s 7-Eleven locations",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,250,1,0,2018
255467530,"777p1","brandonkbuchs/777p1",35354375,"https://github.com/brandonkbuchs/777p1","A leaflet.js enabled website used to explore bivariate relationship between cancer incidences and nitrate samples at point locations inside Wisconsin. The application rests on turf.js to perform geospatial analysis and uses leaflet as the the library for cartographic representation. ",NULL,"JavaScript",0,0,0,1,1,NULL,NULL,NULL,0,0,2020
626555271,"778_project","nylathursday/778_project",97700249,"https://github.com/nylathursday/778_project","county health web map, wisconsin",NULL,"JavaScript",0,0,0,0,1,NULL,NULL,NULL,0,0,2023
22534086,"A-Narrative-of-Service-with-the-Third-Wisconsin-Infantry_37754","GITenberg/A-Narrative-of-Service-with-the-Third-Wisconsin-Infantry_37754",1957667,"https://github.com/GITenberg/A-Narrative-of-Service-with-the-Third-Wisconsin-Infantry_37754","A Narrative of Service with the Third Wisconsin Infantry by Hinkley, Julian Wisner
 is a Project Gutenberg book, now on Github.","https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2014
57077840,"a3-davidjuliancaldwell-shirleyswirley-jamesbrains","CSE512-16S/a3-davidjuliancaldwell-shirleyswirley-jamesbrains",17887297,"https://github.com/CSE512-16S/a3-davidjuliancaldwell-shirleyswirley-jamesbrains","Visualization of prognostic outcome with cellular features for the Wisconsin Breast Cancer prognosis dataset.","https://cse512-16s.github.io/a3-davidjuliancaldwell-shirleyswirley-jamesbrains/","JavaScript",0,0,0,0,1,NULL,NULL,9198,1,0,2016
155903349,"abhayk1201.github.io","abhayk1201/abhayk1201.github.io",17141362,"https://github.com/abhayk1201/abhayk1201.github.io","Personal homepage: http://pages.cs.wisc.edu/~abhayk/     OR                ","https://abhayk1201.github.io/","HTML",0,0,0,0,1,NULL,NULL,642,0,0,2018
756025928,"academic-portfolio","haotingtan/academic-portfolio",66400887,"https://github.com/haotingtan/academic-portfolio","This repository contains programming projects done during the time I was educated in University of Wisconsin-Madison",NULL,"HTML",0,0,0,0,1,NULL,NULL,703,0,0,2024
708281967,"acculynxEXT","ridgetopexteriors/acculynxEXT",148669151,"https://github.com/ridgetopexteriors/acculynxEXT","Created by Ridge Top Exteriors (Wisconsin Rapids Office): Automatically schedule follow-up calls in AccuLynx for optimized time management and profitability. The calendar will intelligently schedule follow-ups based on profitability and resource availability.","https://www.ridgetopexteriors.com/","JavaScript",0,0,0,0,1,NULL,NULL,5832,0,0,2023
91300639,"Accuracy-comparison-of-ML-classification-techniques","komprogram/Accuracy-comparison-of-ML-classification-techniques",28727647,"https://github.com/komprogram/Accuracy-comparison-of-ML-classification-techniques","We used four classification techniques of Machine Learning,namely Naive Bayes ,Support Vector Machine,Decision Tree Classifier,K nearest neighbors.Algorithms were implemented in python on the Wisconsin Dataset of Breast Cancer.",NULL,"Python",0,0,0,0,1,NULL,NULL,282,0,0,2017
337197415,"ACPFDane","mattdiebel/ACPFDane",15332935,"https://github.com/mattdiebel/ACPFDane","Modified version of the Agricultural Conservation Planning Framework for Dane County, Wisconsin",NULL,"Python",1,1,1,0,1,NULL,NULL,639,0,0,2021
604760880,"active_passive_learning_based_models","rashmibhaskar/active_passive_learning_based_models",50526525,"https://github.com/rashmibhaskar/active_passive_learning_based_models","Machine Learning & Data Science : Supervised, Semi-Supervised, and Unsupervised Learning on Breast Cancer Wisconsin (Diagnostic) Data Set. ",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,258,0,0,2023
498186014,"Actuary-model-for-property-insurance-for-Wisconsin-local-government","StephanieZhangWQ/Actuary-model-for-property-insurance-for-Wisconsin-local-government",90778745,"https://github.com/StephanieZhangWQ/Actuary-model-for-property-insurance-for-Wisconsin-local-government","R",NULL,NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2022
731802896,"ada-2023-wi","Coleridge-Initiative/ada-2023-wi",37301016,"https://github.com/Coleridge-Initiative/ada-2023-wi","Wisconsin ADA 2023 training class focused on unemployment to reemployment transitions ","https://coleridge-initiative.github.io/ada-2023-wi/","TeX",0,0,0,0,1,NULL,NULL,1367,0,0,2023
744123076,"AdaBoost","saraabme/AdaBoost",96679262,"https://github.com/saraabme/AdaBoost","Explore the application of AdaBoost utilizing the Wisconsin breast cancer dataset.",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,1241,0,0,2024
298362664,"Adaptation-study","Wisc-Weeds/Adaptation-study",71844093,"https://github.com/Wisc-Weeds/Adaptation-study","Palmer adaptation study in Wisconsin/Nebraska/Illinois - 2018/2019",NULL,"TeX",0,0,0,0,1,NULL,NULL,86,0,0,2020
438430249,"AdoptWisconsinPets","hansjm10/AdoptWisconsinPets",10294802,"https://github.com/hansjm10/AdoptWisconsinPets","Repository for the website www.adoptpetswisconsin.com",NULL,"JavaScript",0,0,0,0,1,NULL,NULL,76,0,0,2021
463931853,"Adverse-Weather-Object-Tracking","jonvanveen/Adverse-Weather-Object-Tracking",56141068,"https://github.com/jonvanveen/Adverse-Weather-Object-Tracking","By Jon Van Veen, Han Wang, and Danica Fliss for the course CS 766: Computer Vision at University of Wisconsin-Madison",NULL,"Python",0,0,0,0,1,NULL,NULL,5908,1,0,2022
459605475,"aerial_survey_analysis","jaymwin/aerial_survey_analysis",15041654,"https://github.com/jaymwin/aerial_survey_analysis","Data, analysis, and automated reporting for the Wisconsin Waterfowl Breeding Population Survey",NULL,"R",0,0,0,0,1,NULL,NULL,763,0,0,2022
479866719,"Age-pyramid-","abdussamadma/Age-pyramid-",34982523,"https://github.com/abdussamadma/Age-pyramid-","Age pyramid of Wisconsin and compare it with the state capital Dane county (Madison).",NULL,"R",0,0,0,3,1,"mit","MIT License",103,0,0,2022
450239723,"Agilis-advisors","hydwiscoYakub/Agilis-advisors",96209647,"https://github.com/hydwiscoYakub/Agilis-advisors","Hydwisco is one of the Best Social media Marketing  Service Company in Wisconsin, USA, its providing the All Social media outlets Ads agency services like Face book ads, Twitter ads, instagram ads, link din ads etc get for more information please Contact us:- (414) 299-6444 & Visit us:- https://hydwiscodigimarketing.com/smm/",NULL,NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2022
460598847,"AI-in-Enterprise-2","radroid/AI-in-Enterprise-2",25481060,"https://github.com/radroid/AI-in-Enterprise-2","Solution to Assignment #2, where a simple ML model for the Wisconsin Breast Cancer dataset.",NULL,"Jupyter Notebook",0,0,0,0,1,"mit","MIT License",553,0,1,2022
670500027,"AI-ML-NN-medical-diagnostics-etc","jkanie/AI-ML-NN-medical-diagnostics-etc",11370523,"https://github.com/jkanie/AI-ML-NN-medical-diagnostics-etc","My project on Machine Learning (Neural Networks, kNN, Naive Bayes, Logistic Regression, SVM) (Python (tensorflow, numpy, pandas, matplotlib, sklearn, imblearn, etc.)) on Breast Cancer Wisconsin (Diagnostic) Data Set. Good results -- SVM shows best.",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,284,0,0,2023
570158833,"AICoursework","DJLeemstar/AICoursework",47821066,"https://github.com/DJLeemstar/AICoursework","Artificial Intelligence Coursework, covering Classification tasks over the Wisconsin Breast Cancer database. ",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,NULL,0,0,2022
753683803,"AIDI_2004_Lab_2_100938687","kunalkrishan19/AIDI_2004_Lab_2_100938687",145516112,"https://github.com/kunalkrishan19/AIDI_2004_Lab_2_100938687","Build a ML model for Breast Cancer Wisconsin (Diagnostic) Data set in jupyter notebook.",NULL,NULL,0,0,0,0,1,NULL,NULL,1838,0,0,2024
358488089,"aids-walk-team-fundraising-scraper","zthomae/aids-walk-team-fundraising-scraper",884552,"https://github.com/zthomae/aids-walk-team-fundraising-scraper","A toy project that periodically scrapes AIDS Walk Wisconsin fundraising data for a team and notifies you of your standing within it.",NULL,"HCL",0,0,0,0,1,"bsd-3-clause","BSD 3-Clause ""New"" or ""Revised"" License",5205,0,0,2021
457498790,"air-pollution-analysis","stevehizmi/air-pollution-analysis",36041377,"https://github.com/stevehizmi/air-pollution-analysis","Analysis of Covid-19 affect on air pollution in the Wisconsin counties of Dane, Waukesha, and Milwaukee",NULL,"HTML",0,0,0,0,1,NULL,NULL,272,0,0,2022
337558398,"alder_census_explorer","vgXhc/alder_census_explorer",11335221,"https://github.com/vgXhc/alder_census_explorer","Retrieve key demographic facts about aldermanic districts in Madison, Wisconsin.",NULL,"HTML",0,0,0,0,1,"mit","MIT License",105,0,0,2021
235717828,"All-Saints-Church","kingb29/All-Saints-Church",44446718,"https://github.com/kingb29/All-Saints-Church","A Website built for Website Development at University of Wisconsin Oshkosh",NULL,"PHP",0,0,0,0,1,NULL,NULL,14,0,0,2020
662798072,"ALP","shiueo-storage/ALP",126125971,"https://github.com/shiueo-storage/ALP","Wisconsin-Madison Accelerated Learning Program",NULL,"Python",0,0,0,0,1,"mit","MIT License",1394,1,0,2023
226419066,"Amazon-Categories-Network-React-App","fwu96/Amazon-Categories-Network-React-App",43053640,"https://github.com/fwu96/Amazon-Categories-Network-React-App","This is the project done for CS765 course at University of Wisconsin-Madison, Fall 2019",NULL,"JavaScript",0,0,0,0,1,NULL,NULL,2877,0,0,2019
645121012,"AML_Tubes","khalilullahalfaath/AML_Tubes",75381803,"https://github.com/khalilullahalfaath/AML_Tubes","This repository aims to classify Breast Cancer Wisconsin (Diagnostic) repo using TPOT AutoML",NULL,NULL,0,0,1,0,1,NULL,NULL,429,0,0,2023
491026687,"An-exploration-into-machine-learning","jay-rihal/An-exploration-into-machine-learning",94919643,"https://github.com/jay-rihal/An-exploration-into-machine-learning","an explorartion into machine learning using the breast cancer wisconsin dataset. I have focused mainly on LDA, Naive Bayes, PCA,, reduced feature elimination, and repeated cross validationn",NULL,NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2022
466774241,"Analysis-Prediction-of-Walmart-Sales","GlykeriaCh/Analysis-Prediction-of-Walmart-Sales",98921619,"https://github.com/GlykeriaCh/Analysis-Prediction-of-Walmart-Sales","The goal of this project is to analyze and predict the sales of Walmart in the three states California, Texas and Wisconsin from from 2011-02-01 to 2014-12-31.",NULL,"R",0,0,0,0,1,NULL,NULL,203,0,0,2022
229125504,"Analyze-the-Healthcare-cost-and-Utilization-in-Wisconsin-hospitals","eshwar-renukaradhya/Analyze-the-Healthcare-cost-and-Utilization-in-Wisconsin-hospitals",59065851,"https://github.com/eshwar-renukaradhya/Analyze-the-Healthcare-cost-and-Utilization-in-Wisconsin-hospitals","The dataset used is restricted to the city of Wisconsin and relates to the patients in the age group 0-17 years. The goals of this project are: To find the age category of people who frequent the hospital and has the maximum expenditure, To find the diagnosis related group that has maximum hospitalization and expenditure, To analyze severity of the hospital costs by age and gender for proper allocation of resources etc.",NULL,NULL,0,0,0,0,1,NULL,NULL,493,0,0,2019
249006551,"Analyze-the-Healthcare-cost-and-Utilization-in-Wisconsin-hospitals","sudinakeerthana/Analyze-the-Healthcare-cost-and-Utilization-in-Wisconsin-hospitals",46190765,"https://github.com/sudinakeerthana/Analyze-the-Healthcare-cost-and-Utilization-in-Wisconsin-hospitals","A nationwide survey of hospital costs conducted by the US Agency for Healthcare consists of hospital records of inpatient samples. The given data is restricted to the city of Wisconsin and relates to patients in the age group 0-17 years. The agency wants to analyze the data to research on the healthcare costs and their utilization. Attributes Description: AGE - Age of the patient discharged FEMALE - Binary variable that indicates if the patient is female LOS - Length of stay, in days RACE - Race of the patient (specified numerically) TOTCHG - Hospital discharge costs APRDRG - All Patient Refined Diagnosis Related Groups",NULL,"R",0,0,0,0,1,NULL,NULL,NULL,0,0,2020
215721331,"Android-Apps","Ahmed-Dghaies/Android-Apps",32023499,"https://github.com/Ahmed-Dghaies/Android-Apps","During my year of study in the university of Wisconsin stout i went through mobile development course and these are the labs that i did during the first semester",NULL,"Kotlin",0,0,0,0,1,NULL,NULL,14,0,0,2019
230006870,"ann_chiSquare","pulunghendroprastyo/ann_chiSquare",13060882,"https://github.com/pulunghendroprastyo/ann_chiSquare","Data Global Cancer Observatory 2018 dari World Health Organization (WHO) menunjukkan kasus kanker yang paling banyak terjadi di Indonesia adalah kanker payudara, yakni 58.256 kasus atau 16,7% dari total 348.809 kasus kanker. Metode Fine Needle Aspiration (FNA) merupakan metode untuk mendiagnosis kanker payudara yang saat ini paling disukai karena mudah dilakukan, aman, dan murah tetapi tingkat akurasinya masih bervariasi. Oleh sebab itu, dibutuhkan algoritme yang dapat mendiagnosis tes FNA dengan akurasi yang tinggi. Penggunaan machine learning saat ini lagi tren digunakan oleh kalangan peneliti untuk melakukan klasifikasi atau prediksi penyakit. Algoritme Artificial Neural Network (ANN) Backpropagation merupakan algoritme yang memiliki akurasi yang cukup baik tetapi memiliki waktu komputasi yang cukup lama. Penggunaan seleksi fitur untuk memilih fitur terbaik mampu meningkatkan akurasi dan mempercepat waktu komputasi. Chi-Square adalah seleksi fitur yang mampu menghilangkan fitur noise dan memilih fitur terbaik. Oleh karena itu, penelitian ini menggunakan kombinasi algoritme ANN Backpropagation dan Chi-Square untuk melakukan klasifikasi kanker payudara menggunakan Wisconsin Breast Cancer Dataset. Hasil penelitian ini menunjukkan bahwa kombinasi algoritme ANN Backpropagation dengan Chi-Square mampu melakukan klasifikasi/prediksi kanker payudara dengan sangat baik. Arsitektur atau model terbaik kombinasi ANN dengan Chi-Square yaitu 15 input layer, 1 hidden layer 10 node, dan 2 ouput layer dengan menggunakan 150 epoch. Arsitektur tersebut memiliki performa terbaik dengan nilai accuracy sebesar 96,49%, precision 100%, recall 94,36%, f1-score 97,10% dan AUC 97,18%. Penggunaan Chi-Square sebagai seleksi fitur mampu meningkatkan performa algoritme ANN Backpropagation baik dari segi akurasi maupun waktu komputasi.",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,2120,0,0,2019
260284036,"ANN_Classification","iamchetansharma8/ANN_Classification",54721715,"https://github.com/iamchetansharma8/ANN_Classification","Tensorflow 2.0 and keras are used for Breast cancer wisconsin (diagnostic) dataset.",NULL,"Jupyter Notebook",1,1,0,0,1,NULL,NULL,866,0,0,2020
126396898,"anomaly_detection","yhuangbl/anomaly_detection",14951226,"https://github.com/yhuangbl/anomaly_detection","Methods for anomaly detection (outlier detection) on UCI ML Breast Cancer Wisconsin (Diagnostic) dataset",NULL,"Jupyter Notebook",4,4,1,0,1,NULL,NULL,405,0,0,2018
686007886,"AP-CSAB","alexnouansacksy/AP-CSAB",112714940,"https://github.com/alexnouansacksy/AP-CSAB","Coursework for CS 220 @ University of Wisconsin-Whitewater",NULL,"Java",0,0,0,0,1,NULL,NULL,NULL,0,0,2023
83986058,"appletonpost38","86petersen/appletonpost38",22649358,"https://github.com/86petersen/appletonpost38","Oney-JohnstonAmerican Legion Post 38 Wisconsin ",NULL,NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2017
519505223,"Applied-Machine-Learning","SunilVEPPURMOHAN/Applied-Machine-Learning",69104701,"https://github.com/SunilVEPPURMOHAN/Applied-Machine-Learning","Using Breast Cancer Wisconsin (Diagnostic) Database to create classifier that helps diagnose patients",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,NULL,0,0,2022
420661736,"Applied-Machine-Learning","MarahRamadan/Applied-Machine-Learning",41919612,"https://github.com/MarahRamadan/Applied-Machine-Learning","Breast Cancer Wisconsin (Diagnostic) Database ",NULL,"Jupyter Notebook",0,0,1,0,1,NULL,NULL,97,0,0,2021
282970683,"Applying-Predictive-Analytic-Capabilities-for-CardioMEMS-Patients","yelirkram/Applying-Predictive-Analytic-Capabilities-for-CardioMEMS-Patients",46795676,"https://github.com/yelirkram/Applying-Predictive-Analytic-Capabilities-for-CardioMEMS-Patients","Paper and code for my Wisconsin Data Science Capstone project in conjunction with the University of Kansas Health System to apply predictive analytics to heart failure patients with a CardioMEMS device.",NULL,"R",0,0,0,0,1,NULL,NULL,3218,0,0,2020
159699693,"APx-rpcsvc","uwcms/APx-rpcsvc",2050799,"https://github.com/uwcms/APx-rpcsvc","Gen 1 University of Wisconsin RPCsvc",NULL,"C++",1,1,4,1,1,NULL,NULL,804,0,0,2018
449970380,"aros-repo","rosolebo/aros-repo",95456779,"https://github.com/rosolebo/aros-repo","Repo for Wisconsin University digital skills program",NULL,"HTML",0,0,0,0,1,NULL,NULL,12,0,0,2022
298368065,"Arsenijevic-data","Wisc-Weeds/Arsenijevic-data",71844093,"https://github.com/Wisc-Weeds/Arsenijevic-data","Nikola Arsenijevic projects from Wisconsin",NULL,"R",0,0,0,0,1,NULL,NULL,62,0,0,2020
55385808,"Artificial-Intelligence","richardljs/Artificial-Intelligence",6555683,"https://github.com/richardljs/Artificial-Intelligence","CS 540 class offered at the University of Wisconsin-Madison",NULL,"Java",1,1,0,0,1,NULL,NULL,86,0,0,2016
156506724,"Artificial-Neural-Network","bhavaniprasad73/Artificial-Neural-Network",35183461,"https://github.com/bhavaniprasad73/Artificial-Neural-Network","Artificial Neural Network - Wisconsin Breast Cancer Detection",NULL,"Jupyter Notebook",4,4,2,0,1,NULL,NULL,173,0,0,2018
364161768,"Artificial-Neural-Network","shradha2103/Artificial-Neural-Network",51920347,"https://github.com/shradha2103/Artificial-Neural-Network","Used Breast Cancer Wisconsin (Diagnostic) Data Set Features which is computed from a digitized image of a fine needle aspirate (FNA) of a breast mass. They describe characteristics of the cell nuclei present in the image. To implement artificial neural network, I have used Keras which is a high-level Neural Networks API built on top of low-level neural networks APIs like Tensorflow and Theano.",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,NULL,0,0,2021
532220999,"Assembly-To-Upper","DylanK1011/Assembly-To-Upper",33703716,"https://github.com/DylanK1011/Assembly-To-Upper","Fourth project in CS 354 at University of Wisconsin. Introduction to assembly language (Spring 2022)",NULL,"Assembly",0,0,0,0,1,NULL,NULL,121,0,0,2022
67618912,"astron103-notes","MingcongBai/astron103-notes",5006263,"https://github.com/MingcongBai/astron103-notes","Notes for Astronomy 103 @ University of Wisconsin - Madison",NULL,NULL,3,3,0,0,1,NULL,NULL,NULL,0,0,2016
366532100,"autoenconder","DianaMosquera/autoenconder",12738794,"https://github.com/DianaMosquera/autoenconder","An autoencoder implementation on the wisconsin breast cancer dataset",NULL,"Jupyter Notebook",1,1,0,0,1,NULL,NULL,15,0,0,2021
626960924,"Automated-Machine-Learning-Using-TPOT","beliaazzhr/Automated-Machine-Learning-Using-TPOT",75405613,"https://github.com/beliaazzhr/Automated-Machine-Learning-Using-TPOT","Tugas Besar 1 Pembelajaran Mesin Lanjut menggunakan database Breast Cancer Wisconsin (Diagnostic).",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,1008,0,0,2023
213229180,"AutonomousControlsPipeline","rlgriffin2/AutonomousControlsPipeline",47584702,"https://github.com/rlgriffin2/AutonomousControlsPipeline","(Temporary) Repository for the Controls Stack Pipeline of Wisconsin Autonomous.",NULL,"C++",0,0,0,0,1,NULL,NULL,109,0,0,2019
232437633,"AutoTranscriber","Lucas-Frey/AutoTranscriber",29102737,"https://github.com/Lucas-Frey/AutoTranscriber","A script to read a folder full of PDF transcripts from the University of Wisconsin-Platteville. It will convert students` course data into a data science usable DataFrame and then into a csv file.",NULL,NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2020
297799405,"AWSeniorSem","SixtyGig/AWSeniorSem",38166922,"https://github.com/SixtyGig/AWSeniorSem","Austin Winkler`s Senior Seminar Project for his Computer Science Degree at Concordia University Wisconsin.",NULL,"C#",1,1,0,0,1,NULL,NULL,7662,0,0,2020
595439867,"Backpropagation","AdvaitS/Backpropagation",36281471,"https://github.com/AdvaitS/Backpropagation","Implementation of Feedforward Neural Network with Backpropagation on Wisconsin Breast Cancer dataset",NULL,"Jupyter Notebook",0,0,0,0,1,NULL,NULL,NULL,0,0,2023
468209379,"badaxoutfitterscom","christopher-kapic/badaxoutfitterscom",59740769,"https://github.com/christopher-kapic/badaxoutfitterscom","Bad Ax Outfitters hunting in Wisconsin. Created with NextJS, Contentful, Stripe, and more.",NULL,"JavaScript",0,0,0,0,1,NULL,NULL,1581,0,0,2022
180384286,"badger-thermoclines","keithbollt/badger-thermoclines",46606471,"https://github.com/keithbollt/badger-thermoclines","This is for a final project for ENVIRON 872 at Duke University. I am looking at NTLR data to determine thermocline movement on 9 Wisconsin lakes.",NULL,NULL,0,0,0,0,1,"gpl-3.0","GNU General Public License v3.0",2808,0,0,2019
324314398,"badgerhacks.github.io","badgerhacks/badgerhacks.github.io",76580055,"https://github.com/badgerhacks/badgerhacks.github.io","Website for BadgerHacks hackathon. ","https://badgerhacks.github.io/","JavaScript",0,0,0,0,1,NULL,NULL,595,0,0,2020
33887048,"BadRiverGroundwater","USGS-WiM/BadRiverGroundwater",8713649,"https://github.com/USGS-WiM/BadRiverGroundwater","3 map applications to support groundwater modeling in the Bad River watershed, northern Wisconsin",NULL,"JavaScript",1,1,4,0,1,"other","Other",3347,1,0,2015
